Gene_set,Group,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,,regulation of type 2 immune response (GO:0002828),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,IFNL1;NOD2
GO_Biological_Process_2021,,regulation of ventricular cardiac muscle cell membrane depolarization (GO:0060373),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,GJA5;SMAD7
GO_Biological_Process_2021,,regulation of vitamin D biosynthetic process (GO:0060556),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,IFNG;TNF
GO_Biological_Process_2021,,renal filtration cell differentiation (GO:0061318),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,CD24;KLF15
GO_Biological_Process_2021,,response to granulocyte macrophage colony-stimulating factor (GO:0097012),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,CSF2;PDE1B
GO_Biological_Process_2021,,response to peptidoglycan (GO:0032494),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,IL6;DEFB124
GO_Biological_Process_2021,,retinal ganglion cell axon guidance (GO:0031290),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,ROBO2;SLIT2
GO_Biological_Process_2021,,skeletal muscle thin filament assembly (GO:0030240),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,ACTC1;PROX1
GO_Biological_Process_2021,,taurine metabolic process (GO:0019530),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,GHR;CDO1
GO_Biological_Process_2021,,telencephalon cell migration (GO:0022029),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,FOXB1;FGF13
GO_Biological_Process_2021,,tripartite regional subdivision (GO:0007351),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,TBXT;TBX3
GO_Biological_Process_2021,,ventricular compact myocardium morphogenesis (GO:0003223),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,DSP;BMPR1A
GO_Biological_Process_2021,,xenobiotic transport across blood-brain barrier (GO:1990962),02岿 06老,0.344639362,0.751087425,0,0,2.00050025,2.131046368,SLC22A1;ABCG2
GO_Biological_Process_2021,,cellular response to insulin stimulus (GO:0032869),28/129,0.346817521,0.755507887,0,0,1.109678642,1.175101426,TRARG1;GRB7;FOXC2;IRS1;PIK3R3;PCSK9;SLC2A4;IGF1R;GRB14;PDK4;ENPP1;ATP6V0A4;PCK1;RAB8B;PKLR;CAV2;RARRES2;ADIPOQ;IGF2;GCK;RAB31;TBC1D4;PPARG;ATP6V0D2;CPEB2;LPIN3;BCAR1;ATP6V1B1
GO_Biological_Process_2021,,acute-phase response (GO:0006953),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,CRP;IL6;AHSG;SAA1
GO_Biological_Process_2021,,cellular sodium ion homeostasis (GO:0006883),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,ATP4B;ATP4A;ATP1A2;ATP1B2
GO_Biological_Process_2021,,central nervous system neuron development (GO:0021954),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,NTRK2;MAP2;NPY;LHX6
GO_Biological_Process_2021,,dermatan sulfate proteoglycan biosynthetic process (GO:0050651),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,VCAN;NCAN;BGN;DCN
GO_Biological_Process_2021,,ganglioside biosynthetic process (GO:0001574),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,ST8SIA2;B4GALNT1;ST6GALNAC3;ST6GALNAC5
GO_Biological_Process_2021,,interleukin-27-mediated signaling pathway (GO:0070106),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,MX1;EBI3;IL27;OASL
GO_Biological_Process_2021,,macrophage differentiation (GO:0030225),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,BMP4;CSF2;CSF1;IFNG
GO_Biological_Process_2021,,mammary gland epithelium development (GO:0061180),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,ERBB4;IRF6;WNT3;EPHA2
GO_Biological_Process_2021,,nucleosome positioning (GO:0016584),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,H1-8;H1-1;H1-0;H1-3
GO_Biological_Process_2021,,positive regulation of cell killing (GO:0031343),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,IFNG;WNT5A;NOXA1;NOX1
GO_Biological_Process_2021,,positive regulation of glycogen metabolic process (GO:0070875),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,IRS1;IGF2;IGF1;GCK
GO_Biological_Process_2021,,positive regulation of lyase activity (GO:0051349),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,NOS3;GUCA1A;CACNA1C;DRD5
GO_Biological_Process_2021,,positive regulation of pattern recognition receptor signaling pathway (GO:0062208),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,TRIM15;USP17L2;TLR5;OASL
GO_Biological_Process_2021,,protein hydroxylation (GO:0018126),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,EGLN3;P3H2;PLOD2;P3H3
GO_Biological_Process_2021,,regulation of extracellular matrix disassembly (GO:0010715),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,DPP4;IL6;LRP1;FAP
GO_Biological_Process_2021,,regulation of extracellular matrix organization (GO:1903053),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,LRP1;FAP;AEBP1;AGT
GO_Biological_Process_2021,,regulation of integrin activation (GO:0033623),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,SELP;FERMT1;CXCL13;FERMT2
GO_Biological_Process_2021,,regulation of neuron projection arborization (GO:0150011),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,NTNG1;GRIP1;FZD4;WNT5A
GO_Biological_Process_2021,,regulation of T cell chemotaxis (GO:0010819),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,CXCL10;WNT5A;CXCL13;S100A7
GO_Biological_Process_2021,,response to acidic pH (GO:0010447),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,AQP10;PKD2L1;GPR4;PKD1L3
GO_Biological_Process_2021,,steroid hormone mediated signaling pathway (GO:0043401),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,BMP4;AR;PGR;NR3C2
GO_Biological_Process_2021,,T cell proliferation (GO:0042098),04岿 15老,0.351818215,0.759186675,0,0,1.455000455,1.519952652,CADM1;SLC11A1;LILRB1;TNFRSF4
GO_Biological_Process_2021,,cellular glucose homeostasis (GO:0001678),10/43,0.353221357,0.761562764,0,0,1.212652844,1.261959726,UNC13B;HK3;NGFR;LIN28A;HKDC1;PCK1;PPARGC1A;GCK;PAX2;IGF1R
GO_Biological_Process_2021,,heart looping (GO:0001947),10/43,0.353221357,0.761562764,0,0,1.212652844,1.261959726,SHH;SOX18;TBX20;APLNR;MICAL2;FOXN4;DLL1;FOLR1;TBX3;TBX2
GO_Biological_Process_2021,,regulation of interferon-gamma production (GO:0032649),19/86,0.354040988,0.763003719,0,0,1.134969463,1.178487129,IL1R1;IL23R;SLC11A1;EBI3;HMHB1;NR1H4;IL27;LILRB1;PDCD1LG2;INHBA;LGALS9B;CD2;IFNL1;IL12B;CCR7;TLR7;SLAMF6;CD14;ZFPM1
GO_Biological_Process_2021,,actin filament polymerization (GO:0030041),07岿 29老,0.357085774,0.767597425,0,0,1.273205382,1.311120498,VIL1;GSN;FAM107A;COBL;SPIRE1;ARHGAP6;WASF3
GO_Biological_Process_2021,,dicarboxylic acid transport (GO:0006835),07岿 29老,0.357085774,0.767597425,0,0,1.273205382,1.311120498,GJA1;SLC1A1;SLC26A7;FOLR3;SLC1A6;SLC13A5;FOLR1
GO_Biological_Process_2021,,glycolytic process (GO:0006096),07岿 29老,0.357085774,0.767597425,0,0,1.273205382,1.311120498,HK3;PKLR;HKDC1;PGAM2;GAPDHS;ENO4;GCK
GO_Biological_Process_2021,,positive regulation of extrinsic apoptotic signaling pathway (GO:2001238),07岿 29老,0.357085774,0.767597425,0,0,1.273205382,1.311120498,SFRP1;CAV1;TNFSF12;G0S2;INHBA;TNF;AGT
GO_Biological_Process_2021,,positive regulation of leukocyte migration (GO:0002687),07岿 29老,0.357085774,0.767597425,0,0,1.273205382,1.311120498,F7;IL6;CSF1;TNFRSF18;ADAM8;THY1;TNF
GO_Biological_Process_2021,,regulation of fatty acid biosynthetic process (GO:0042304),07岿 29老,0.357085774,0.767597425,0,0,1.273205382,1.311120498,MLXIPL;ACADL;APOC2;ADIPOQ;APOC1;PDK4;APOA5
GO_Biological_Process_2021,,positive regulation of transport (GO:0051050),20/91,0.357846726,0.768905428,0,0,1.127397551,1.158570683,CD151;LRP1;AHSG;SLC11A1;SIRPG;SFTPD;PON1;DOC2B;PLA2G5;TULP1;TNF;DLL1;KCTD7;CDH3;SCIN;IFNG;CALY;ZNF205;APOE;CCL19
GO_Biological_Process_2021,,positive regulation of catabolic process (GO:0009896),15/67,0.358232588,0.769406704,0,0,1.154425249,1.185101579,PRKN;ACTN3;SCT;TNFSF12;WNT5A;DAB2IP;C4BPA;ASB11;TNF;APOA5;NKD1;HECW1;ASB9;ASB5;VIP
GO_Biological_Process_2021,,regulation of vesicle-mediated transport (GO:0060627),21/96,0.361368386,0.775811312,0,0,1.120633325,1.1406449,RAB3B;RAB3C;USP6;SYT1;LGI3;STON1;PLA2G3;SEPTIN4;OLFM4;CPLX2;CPLX1;SYT7;RIMS2;RAB25;GAS1;HAP1;RAB17;ATP9A;CD177;RAB8B;PACSIN1
GO_Biological_Process_2021,,regulation of activated T cell proliferation (GO:0046006),8/34,0.367311559,0.787899699,0,0,1.231231694,1.233133771,TMIGD2;IL23R;IGF2;IL12B;IGF1;PDCD1LG2;CLC;CD24
GO_Biological_Process_2021,,regulation of myoblast differentiation (GO:0045661),8/34,0.367311559,0.787899699,0,0,1.231231694,1.233133771,BMP4;IGFBP3;BOC;SMYD1;ANKRD2;DLL1;RBM24;TBX3
GO_Biological_Process_2021,,regulation of immune response (GO:0050776),38/179,0.368619758,0.790003587,0,0,1.078762427,1.076593719,COL17A1;SIGLEC9;CD3G;ICAM5;CXCL13;CD1C;CD3E;CD1B;KIR2DL3;CD3D;CD1A;FCGR3B;IFNL1;FCER1A;LAIR2;SLAMF6;CD300LD;CD300LG;LAG3;CXADR;AMBP;SFTPD;LILRB1;LILRB2;KIR3DL2;HLA-G;COL1A1;NCR2;COL3A1;RAET1E;COL2A1;CD40LG;JAML;CD300E;CD247;ULBP1;SIGLEC7;CLEC4G
GO_Biological_Process_2021,,cardiac ventricle development (GO:0003231),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,HEY1;GJA5;HEY2;HES1;DAND5
GO_Biological_Process_2021,,fatty acid transport (GO:0015908),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,FABP4;SLC27A6;PPARG;APOE;SLC22A9
GO_Biological_Process_2021,,ganglioside metabolic process (GO:0001573),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,NEU4;ST8SIA2;B4GALNT1;ST6GALNAC3;ST6GALNAC5
GO_Biological_Process_2021,,gastrulation (GO:0007369),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,NR4A3;FGF8;LHX1;GSC;MIXL1
GO_Biological_Process_2021,,growth hormone receptor signaling pathway (GO:0060396),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,GHR;CSH2;CSH1;PRL;PTK2
GO_Biological_Process_2021,,insulin secretion (GO:0030073),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,RIMS2;ADCYAP1;GAL;PTPRN;FAM3B
GO_Biological_Process_2021,,lipopolysaccharide-mediated signaling pathway (GO:0031663),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,CCL3;CCL2;BPI;CD14;TNF
GO_Biological_Process_2021,,myeloid cell development (GO:0061515),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,APP;ALAS2;DMTN;THPO;GATA1
GO_Biological_Process_2021,,neuromuscular synaptic transmission (GO:0007274),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,CHRNA1;CHRNB4;DTNA;RIMBP3C;ERC2
GO_Biological_Process_2021,,positive regulation of nitrogen compound metabolic process (GO:0051173),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,SLCO1C1;APP;IFNG;WFS1;TNF
GO_Biological_Process_2021,,regulation of tissue remodeling (GO:0034103),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,FLT4;LEP;IL12B;THBS4;SYT7
GO_Biological_Process_2021,,toll-like receptor 4 signaling pathway (GO:0034142),05岿 20老,0.370328868,0.790003587,0,0,1.333750521,1.324899535,TICAM2;TNIP3;NR1H4;CD14;SCIMP
GO_Biological_Process_2021,,positive regulation of protein binding (GO:0032092),13/58,0.372427362,0.794144266,0,0,1.15606276,1.141858518,PRKN;APP;LRP1;BDNF;WNT3A;CAV1;ADD2;BMP4;TIAM1;CLDN5;BMP2;TERT;APOE
GO_Biological_Process_2021,,regulation of receptor-mediated endocytosis (GO:0048259),9/39,0.375614773,0.799926224,0,0,1.200451015,1.175471071,TF;APOC2;SERPINE1;APOC1;RSPO1;CCL19;APOA5;DKK1;SNAP91
GO_Biological_Process_2021,,regulation of viral entry into host cell (GO:0046596),9/39,0.375614773,0.799926224,0,0,1.200451015,1.175471071,FCN3;GSN;IFNA2;TMPRSS4;TMPRSS2;HS3ST5;PTX3;TRIM31;MID2
GO_Biological_Process_2021,,vesicle cytoskeletal trafficking (GO:0099518),9/39,0.375614773,0.799926224,0,0,1.200451015,1.175471071,MYO1D;SYT4;MYO1B;MYO7B;BICDL2;KIF1A;MYO7A;HAP1;DYNC1I1
GO_Biological_Process_2021,,homotypic cell-cell adhesion (GO:0034109),10/44,0.382530753,0.8013706,0,0,1.17691287,1.130949985,FGB;P2RY12;PDGFRA;ITGB3;CEACAM5;FGG;HBB;GATA1;MYL9;DSC2
GO_Biological_Process_2021,,mRNA stabilization (GO:0048255),10/44,0.382530753,0.8013706,0,0,1.17691287,1.130949985,BOLL;GDNF;SLC11A1;DND1;ELAVL4;AXIN2;TENT5B;VIP;RBM24;TENT5D
GO_Biological_Process_2021,,actin filament depolymerization (GO:0030042),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,VIL1;GSN;MICAL2
GO_Biological_Process_2021,,cell differentiation in spinal cord (GO:0021515),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,LHX1;FOXN4;MDGA2
GO_Biological_Process_2021,,cell proliferation in forebrain (GO:0021846),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,WNT3A;SIX3;WNT7A
GO_Biological_Process_2021,,cell-cell junction maintenance (GO:0045217),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,NLGN2;FERMT2;CD177
GO_Biological_Process_2021,,cellular response to cholesterol (GO:0071397),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,PTCH1;CES1;LRP6
GO_Biological_Process_2021,,central nervous system myelination (GO:0022010),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,TENM4;MYRF;HES5
GO_Biological_Process_2021,,cytidine to uridine editing (GO:0016554),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,A1CF;AICDA;APOBEC3A
GO_Biological_Process_2021,,erythrocyte development (GO:0048821),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,ALAS2;DMTN;GATA1
GO_Biological_Process_2021,,fatty acid homeostasis (GO:0055089),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,MLXIPL;DGAT2;APOE
GO_Biological_Process_2021,,hematopoietic stem cell proliferation (GO:0071425),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,SFRP2;MECOM;WNT5A
GO_Biological_Process_2021,,induction of positive chemotaxis (GO:0050930),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,CXCL8;CXCL12;VEGFD
GO_Biological_Process_2021,,intestinal lipid absorption (GO:0098856),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,FABP2;ABCG5;SOAT2
GO_Biological_Process_2021,,ketone body metabolic process (GO:1902224),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,ACSS3;OXCT2;HMGCS2
GO_Biological_Process_2021,,lipoprotein catabolic process (GO:0042159),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,ABHD17C;NOTUM;APOE
GO_Biological_Process_2021,,lipoprotein localization (GO:0044872),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,LRP1;PPARG;APOB
GO_Biological_Process_2021,,negative regulation of activin receptor signaling pathway (GO:0032926),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,FST;IGSF1;DAND5
GO_Biological_Process_2021,,negative regulation of oxidative stress-induced neuron death (GO:1903204),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,PRKN;IL10;NR4A3
GO_Biological_Process_2021,,negative regulation of platelet-derived growth factor receptor signaling pathway (GO:0010642),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,LRP1;ADIPOQ;APOD
GO_Biological_Process_2021,,negative regulation of potassium ion transmembrane transport (GO:1901380),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,KCNH2;ACTN2;CAV1
GO_Biological_Process_2021,,negative regulation of steroid biosynthetic process (GO:0010894),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,BMP2;PROX1;BMP5
GO_Biological_Process_2021,,negative regulation of voltage-gated potassium channel activity (GO:1903817),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,KCNE1;CAV1;ANK3
GO_Biological_Process_2021,,positive regulation of actin nucleation (GO:0051127),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,GSN;SCIN;WASF3
GO_Biological_Process_2021,,positive regulation of cellular respiration (GO:1901857),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,IFNG;IFNLR1;NUPR1
GO_Biological_Process_2021,,protein kinase C signaling (GO:0070528),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,MAS1;AVP;PRSS33
GO_Biological_Process_2021,,regulation of cardiac muscle cell apoptotic process (GO:0010665),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,CAMK2D;NUPR1;BMPR1A
GO_Biological_Process_2021,,regulation of coagulation (GO:0050818),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,CAV1;HS3ST5;FOXA2
GO_Biological_Process_2021,,regulation of lamellipodium morphogenesis (GO:2000392),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,VIL1;ENPP2;ARHGEF7
GO_Biological_Process_2021,,regulation of long-term neuronal synaptic plasticity (GO:0048169),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,APP;NETO1;DRD2
GO_Biological_Process_2021,,regulation of melanin biosynthetic process (GO:0048021),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,CDH3;TYRP1;ASIP
GO_Biological_Process_2021,,regulation of monocyte chemotactic protein-1 production (GO:0071637),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,ADIPOQ;TWIST1;APOD
GO_Biological_Process_2021,,regulation of pH (GO:0006885),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,PDK4;ATP6V0A4;ATP6V1B1
GO_Biological_Process_2021,,regulation of T-helper 2 cell cytokine production (GO:2000551),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,IL6;IFNB1;IFNA2
GO_Biological_Process_2021,,response to sterol (GO:0036314),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,CCL3;RORC;CCR5
GO_Biological_Process_2021,,sphingomyelin metabolic process (GO:0006684),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,SGMS2;ABCA8;SMPDL3A
GO_Biological_Process_2021,,tryptophan catabolic process (GO:0006569),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,TDO2;AADAT;IDO2
GO_Biological_Process_2021,,tryptophan metabolic process (GO:0006568),03岿 11老,0.382597615,0.8013706,0,0,1.500375281,1.441517742,TDO2;AADAT;IDO2
GO_Biological_Process_2021,,negative regulation of cellular carbohydrate metabolic process (GO:0010677),06岿 25老,0.383284927,0.8013706,0,0,1.263553225,1.211718016,ACTN3;ADIPOQ;NUPR1;ERFE;FBP1;GCK
GO_Biological_Process_2021,,phosphatidylglycerol metabolic process (GO:0046471),06岿 25老,0.383284927,0.8013706,0,0,1.263553225,1.211718016,PLA2G2F;PLA2G4F;PLA2G2D;PLA2G4D;PLA2G3;PLA2G5
GO_Biological_Process_2021,,regulation of cAMP-mediated signaling (GO:0043949),06岿 25老,0.383284927,0.8013706,0,0,1.263553225,1.211718016,RASD2;PDE11A;PEX5L;FFAR4;SCTR;APLNR
GO_Biological_Process_2021,,regulation of epidermal cell differentiation (GO:0045604),06岿 25老,0.383284927,0.8013706,0,0,1.263553225,1.211718016,SULT2B1;BMP4;SERPINB13;GDF3;DLL1;SGPP1
GO_Biological_Process_2021,,regulation of myotube differentiation (GO:0010830),06岿 25老,0.383284927,0.8013706,0,0,1.263553225,1.211718016,BDNF;CEACAM5;SMYD1;CCN3;BHLHA15;RBM24
GO_Biological_Process_2021,,regulation of neutrophil chemotaxis (GO:0090022),06岿 25老,0.383284927,0.8013706,0,0,1.263553225,1.211718016,DPP4;CXCL8;CCR7;SLIT2;CCL19;THBS4
GO_Biological_Process_2021,,protein O-linked glycosylation (GO:0006493),22/102,0.383787095,0.801755725,0,0,1.100553042,1.053963682,GALNT5;MUC16;GALNT3;GALNT18;PLOD2;TMTC1;GXYLT2;MUC3A;MUC5AC;MUC2;B3GNT6;MGAT5B;A4GNT;B3GNT3;GCNT3;GCNT4;LARGE1;CHST4;LARGE2;MUC4;GALNT9;GALNT8
GO_Biological_Process_2021,,regulation of cell death (GO:0010941),22/102,0.383787095,0.801755725,0,0,1.100553042,1.053963682,PRKN;PACRG;SPEF1;LRP1;DCC;HBB;RRAS2;AXIN2;HBA1;OLFM4;DKK1;MT3;BMP4;AGR2;CCN4;SNCG;AGR3;CCN3;CCN2;PRKD1;FERMT2;NKX3-1
GO_Biological_Process_2021,,negative regulation of cell adhesion (GO:0007162),16/73,0.3856382,0.80528921,0,0,1.123300218,1.070342965,ACVRL1;SEMA5A;ADAMDEC1;DMTN;FZD4;SERPINE1;ARHGDIG;FBLN1;CX3CL1;PTK2;ERBB3;CDH1;PLXNA2;PLXNB3;CYP1B1;PLXNA4
GO_Biological_Process_2021,,positive regulation of actin filament polymerization (GO:0030838),11/49,0.388407038,0.810399955,0,0,1.158330145,1.095434466,CCL24;SCIN;GSN;CTTN;CRACD;CDC42EP4;ALOX15;LMOD1;SPIRE1;CCR7;CCL26
GO_Biological_Process_2021,,secondary alcohol metabolic process (GO:1902652),11/49,0.388407038,0.810399955,0,0,1.158330145,1.095434466,CYP27A1;SULT2B1;CH25H;SOAT2;CYP11A1;CYP11B1;APOF;APOE;APOB;NR0B2;CES1
GO_Biological_Process_2021,,regulation of defense response (GO:0031347),18/83,0.392456995,0.817956499,0,0,1.108179114,1.036511302,ZBP1;IL1R1;AHSG;IL37;WNT5A;ALOX15;NOD2;ADAMTS12;SELE;ACE2;IL1RL2;CASP12;NLRP6;ALOX5;BCL6B;AGTR1;APOE;PTGES
GO_Biological_Process_2021,,alpha-amino acid catabolic process (GO:1901606),07岿 30老,0.393001903,0.817956499,0,0,1.217772406,1.137327366,DAO;TDO2;AADAT;TAT;HOGA1;IDO2;THNSL2
GO_Biological_Process_2021,,chondroitin sulfate metabolic process (GO:0030204),07岿 30老,0.393001903,0.817956499,0,0,1.217772406,1.137327366,VCAN;NCAN;CHST15;BGN;CHSY3;DCN;CHST3
GO_Biological_Process_2021,,negative regulation of Notch signaling pathway (GO:0045746),07岿 30老,0.393001903,0.817956499,0,0,1.217772406,1.137327366,LFNG;NOTCH3;NIBAN2;HEY1;DLL1;EGFR;DLK1
GO_Biological_Process_2021,,positive regulation of phosphate metabolic process (GO:0045937),07岿 30老,0.393001903,0.817956499,0,0,1.217772406,1.137327366,APP;AR;IFNG;IFNA2;PTH1R;EGFR;EREG
GO_Biological_Process_2021,,positive regulation of small GTPase mediated signal transduction (GO:0051057),07岿 30老,0.393001903,0.817956499,0,0,1.217772406,1.137327366,NTRK1;RELN;EPO;IGF1;EPOR;TGM2;FGF10
GO_Biological_Process_2021,,positive regulation of apoptotic signaling pathway (GO:2001235),13/59,0.397918295,0.826173517,0,0,1.130860078,1.042097268,IFNB1;CAV1;TNFSF12;DAB2IP;G0S2;SEPTIN4;TNF;AGT;LCK;NUPR1;S100A9;S100A8;NKX3-1
GO_Biological_Process_2021,,response to reactive oxygen species (GO:0000302),13/59,0.397918295,0.826173517,0,0,1.130860078,1.042097268,PDGFRA;NCF1;PTPRN;UCP1;HBB;PTPRK;HBA1;EGFR;CRYGD;HMOX1;APOD;APOE;S100A7
GO_Biological_Process_2021,,muscle cell differentiation (GO:0042692),8/35,0.40063679,0.826173517,0,0,1.185556298,1.084428374,WNT5B;TMEM204;NEBL;HEY2;GATA6;DUSP29;BVES;TBX18
GO_Biological_Process_2021,,negative regulation of neurogenesis (GO:0050768),8/35,0.40063679,0.826173517,0,0,1.185556298,1.084428374,NGFR;LINGO1;IL6;MAG;WNT3A;WNT7A;THY1;TNF
GO_Biological_Process_2021,,peptidyl-tyrosine dephosphorylation (GO:0035335),8/35,0.40063679,0.826173517,0,0,1.185556298,1.084428374,PTPRB;PTPRS;DUSP21;PTPRQ;ACP4;PTPN13;DUSP8;DUSP9
GO_Biological_Process_2021,,regulation of lipid biosynthetic process (GO:0046890),8/35,0.40063679,0.826173517,0,0,1.185556298,1.084428374,MLXIPL;ASXL3;ADIPOQ;PDK4;THRSP;APOE;PCK1;APOA5
GO_Biological_Process_2021,,regulation of muscle cell differentiation (GO:0051147),8/35,0.40063679,0.826173517,0,0,1.185556298,1.084428374,CDH2;TCF23;BOC;IGF2;CTNNA2;CAMK1;CDH15;FGFR2
GO_Biological_Process_2021,,regulation of protein polymerization (GO:0032271),8/35,0.40063679,0.826173517,0,0,1.185556298,1.084428374,TPPP3;TPPP2;ARHGAP40;CTTN;MAP2;ARHGAP28;ESAM;TPPP
GO_Biological_Process_2021,,lipid homeostasis (GO:0055088),14/64,0.401843212,0.826173517,0,0,1.120421475,1.021480736,DGAT2;ABCB11;APOA5;TM6SF2;MLXIPL;ACOXL;HNF4A;LIPG;RBP1;TLCD4;PPARG;TLCD2;PNPLA5;APOE
GO_Biological_Process_2021,,protein secretion (GO:0009306),14/64,0.401843212,0.826173517,0,0,1.120421475,1.021480736,RAB3B;RAB3C;PTPRN;FGG;MTTP;RIMS2;ADCYAP1;GAL;FAM3B;CTAGE9;CTAGE6;VIP;WLS;RAB8B
GO_Biological_Process_2021,,aromatic amino acid family catabolic process (GO:0009074),04岿 16老,0.401864691,0.826173517,0,0,1.333667,1.215823966,TDO2;AADAT;TAT;IDO2
GO_Biological_Process_2021,,body fluid secretion (GO:0007589),04岿 16老,0.401864691,0.826173517,0,0,1.333667,1.215823966,NPPB;FOXB1;ERBB4;VIP
