Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2021,1-phosphatidylinositol binding (GO:0005545),4/15,0.351818215112341,0.8174599704080865,0,0,1.455000455000455,1.5199526517946709,SCIN;ZFYVE9;FRMPD2;SNAP91
GO_Molecular_Function_2021,calcium-dependent cysteine-type endopeptidase activity (GO:0004198),4/15,0.351818215112341,0.8174599704080865,0,0,1.455000455000455,1.5199526517946709,CAPN13;CAPN8;CAPN9;CAPN6
GO_Molecular_Function_2021,insulin-like growth factor binding (GO:0005520),4/15,0.351818215112341,0.8174599704080865,0,0,1.455000455000455,1.5199526517946709,IGFBP3;ITGB3;IGF2R;IGF1R
GO_Molecular_Function_2021,muscle alpha-actinin binding (GO:0051371),4/15,0.351818215112341,0.8174599704080865,0,0,1.455000455000455,1.5199526517946709,PKD2L1;LDB3;PDLIM4;MYPN
GO_Molecular_Function_2021,nucleotide diphosphatase activity (GO:0004551),4/15,0.351818215112341,0.8174599704080865,0,0,1.455000455000455,1.5199526517946709,NUDT11;NUDT10;ENPP1;ENPP5
GO_Molecular_Function_2021,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor (GO:0050664)",4/15,0.351818215112341,0.8174599704080865,0,0,1.455000455000455,1.5199526517946709,NCF1;NOX5;DUOX2;NOX1
GO_Molecular_Function_2021,"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor (GO:0016646)",4/15,0.351818215112341,0.8174599704080865,0,0,1.455000455000455,1.5199526517946709,ALDH1L1;BLVRB;CRYM;AASS
GO_Molecular_Function_2021,purinergic nucleotide receptor activity (GO:0001614),4/15,0.351818215112341,0.8174599704080865,0,0,1.455000455000455,1.5199526517946709,P2RY12;P2RX6;GPR87;GPR171
GO_Molecular_Function_2021,SH3 domain binding (GO:0017124),14/62,0.3530082255524531,0.8183734709760031,0,0,1.1672520488375984,1.2154174445516297,PRKN;AFAP1L1;NCF1;DAB2IP;CD3E;ESPN;MAPK15;MYPN;ENAH;CABYR;DPYSL3;NOXA1;SHANK1;CRB3
GO_Molecular_Function_2021,dicarboxylic acid transmembrane transporter activity (GO:0005310),7/29,0.357085774372167,0.8259619150455304,0,0,1.2732053821460283,1.3111204984360516,SLC1A1;SLC26A7;SLC25A21;SLC26A9;SLC1A6;SLC13A5;SLC26A3
GO_Molecular_Function_2021,zinc ion transmembrane transporter activity (GO:0005385),5/20,0.3703288677666572,0.854669094823274,0,0,1.33375052148519,1.3248995347152177,SLC30A2;SLC30A4;SLC39A12;SLC30A10;SLC39A2
GO_Molecular_Function_2021,signaling receptor complex adaptor activity (GO:0030159),9/39,0.3756147727747328,0.8575895858059485,0,0,1.2004510147832623,1.17547107124983,ROPN1B;GRIP1;CARD10;IRS1;TRAT1;CD3G;CD3E;SHANK2;SHANK1
GO_Molecular_Function_2021,chloride ion binding (GO:0031404),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,AMY2A;AMY1A;AMY1B
GO_Molecular_Function_2021,complement receptor activity (GO:0004875),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,CR2;GPR32;FPR1
GO_Molecular_Function_2021,diacylglycerol kinase activity (GO:0004143),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,DGKB;DGKK;DGKI
GO_Molecular_Function_2021,FMN binding (GO:0010181),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,IYD;NOS3;HAO1
GO_Molecular_Function_2021,galactosyltransferase activity (GO:0008378),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,B3GNT6;A4GALT;A3GALT2
GO_Molecular_Function_2021,glycine binding (GO:0016594),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,GLRA1;GLRA2;GRIN1
GO_Molecular_Function_2021,hyaluronic acid binding (GO:0005540),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,LAYN;LYVE1;IMPG1
GO_Molecular_Function_2021,intracellular cyclic nucleotide activated cation channel activity (GO:0005221),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,CNGB3;AQP1;CNGB1
GO_Molecular_Function_2021,mitogen-activated protein kinase kinase kinase binding (GO:0031435),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,DAB2IP;ROR2;SASH1
GO_Molecular_Function_2021,potassium:proton antiporter activity (GO:0015386),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,SLC9A2;SLC9C1;SLC9C2
GO_Molecular_Function_2021,Toll-like receptor binding (GO:0035325),3/11,0.382597615194265,0.8575895858059485,0,0,1.5003752814610958,1.4415177424435626,DAB2IP;S100A9;S100A8
GO_Molecular_Function_2021,actin monomer binding (GO:0003785),6/25,0.3832849268597179,0.8575895858059485,0,0,1.263553224573703,1.211718015684648,MYL4;NOS3;TMSB15A;MYL2;TMSB4Y;COBL
GO_Molecular_Function_2021,bitter taste receptor activity (GO:0033038),6/25,0.3832849268597179,0.8575895858059485,0,0,1.263553224573703,1.211718015684648,TAS2R7;TAS2R40;TAS2R8;TAS2R41;TAS2R42;TAS2R39
GO_Molecular_Function_2021,O-acyltransferase activity (GO:0008374),7/30,0.3930019029784657,0.8774194659975747,0,0,1.2177724060584283,1.1373273655036304,DGAT2;AWAT1;AWAT2;SOAT2;MOGAT1;MBOAT2;LRAT
GO_Molecular_Function_2021,nucleotidase activity (GO:0008252),4/16,0.4018646911752425,0.893322592720723,0,0,1.333667000333667,1.2158239656471876,NT5E;NT5DC4;NT5C1A;NT5C1B-RDH14
GO_Molecular_Function_2021,voltage-gated ion channel activity (GO:0005244),4/16,0.4018646911752425,0.893322592720723,0,0,1.333667000333667,1.2158239656471876,KCNA3;CACNA1E;CACNA1H;SLC17A3
GO_Molecular_Function_2021,protease binding (GO:0002020),25/118,0.4092517303453643,0.8963407073225798,0,0,1.0757422059917494,0.961094802515254,PRKN;SERPINA1;SERPINB13;ITGB3;SERPINE1;PZP;TNF;COMP;DPP4;ADAMTS4;TIMP3;ELANE;TIMP4;ATP9A;CD177;SERPINB3;CCBE1;SERPINB4;NTRK2;VWF;CD70;COL1A1;COL3A1;FAP;CD28
GO_Molecular_Function_2021,glucose transmembrane transporter activity (GO:0005355),5/21,0.4139905130299453,0.8963407073225798,0,0,1.2503128911138923,1.1026662185046103,SLC2A14;PPBP;SLC5A1;SLC2A4;SLC2A7
GO_Molecular_Function_2021,transcription regulatory region nucleic acid binding (GO:0001067),44/212,0.4183536161470678,0.8963407073225798,0,0,1.0481486831335165,0.913386354283648,YAP1;FOXA1;FOXC2;FOXC1;BNC2;BNC1;PRDM5;GATA6;GATA5;SIX1;GLI1;MACROH2A2;GATA1;TNF;DUX4;SOX2;CREB3L3;SOX18;ERBB4;HNF4A;NKX2-1;SOX5;NKX3-1;KCNH2;TFAP2A;EGR1;KLF11;MSX2;HMGA2;FOXJ1;HNF1A;PROX1;FOXN1;KLF15;PAX2;TBX18;KLF1;AR;NR5A2;RFX6;TAL1;PPARG;VSX1;FOXA2
GO_Molecular_Function_2021,acyl-CoA oxidase activity (GO:0003997),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,ACOXL;ACADL
GO_Molecular_Function_2021,"alcohol dehydrogenase activity, zinc-dependent (GO:0004024)",2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,ADH1B;ADH1A
GO_Molecular_Function_2021,carbohydrate:proton symporter activity (GO:0005351),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,SLC45A2;SLC45A1
GO_Molecular_Function_2021,CCR6 chemokine receptor binding (GO:0031731),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,CCL20;DEFB1
GO_Molecular_Function_2021,cell-matrix adhesion mediator activity (GO:0098634),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,ITGA1;EMILIN1
GO_Molecular_Function_2021,ceramide 1-phosphate transfer activity (GO:1902388),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,GLTPD2;MTTP
GO_Molecular_Function_2021,clathrin light chain binding (GO:0032051),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,CALY;NSG2
GO_Molecular_Function_2021,fatty-acyl-CoA synthase activity (GO:0004321),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,ACSM5;ACSM4
GO_Molecular_Function_2021,ferric iron binding (GO:0008199),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,MIOX;ACP5
GO_Molecular_Function_2021,G protein-coupled acetylcholine receptor activity (GO:0016907),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,CHRM2;CHRM3
GO_Molecular_Function_2021,G protein-coupled neurotransmitter receptor activity (GO:0099528),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,CHRM2;CHRM3
GO_Molecular_Function_2021,GPI anchor binding (GO:0034235),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,CEACAM5;THY1
GO_Molecular_Function_2021,L-proline transmembrane transporter activity (GO:0015193),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,SLC6A7;SLC36A3
GO_Molecular_Function_2021,manganese ion transmembrane transporter activity (GO:0005384),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,SLC11A1;ATP2C2
GO_Molecular_Function_2021,N-acylsphingosine amidohydrolase activity (GO:0017040),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,ASAH2B;ASAH2
GO_Molecular_Function_2021,patched binding (GO:0005113),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,SHH;CAV1
GO_Molecular_Function_2021,phospholipid scramblase activity (GO:0017128),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,PLSCR2;PLSCR4
GO_Molecular_Function_2021,S-methyltransferase activity (GO:0008172),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,BHMT;BHMT2
GO_Molecular_Function_2021,transmembrane receptor protein tyrosine kinase activator activity (GO:0030297),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,GREM1;NRG1
GO_Molecular_Function_2021,voltage-gated channel activity (GO:0022832),2/7,0.4232962444512669,0.8963407073225798,0,0,1.6003001500750376,1.3757508396270928,KCNA3;CACNA1H
GO_Molecular_Function_2021,C2H2 zinc finger domain binding (GO:0070742),3/12,0.4416710636822184,0.9219434601659316,0,0,1.333583520974064,1.089790949169975,LEF1;HMGA2;GATA1
GO_Molecular_Function_2021,glycerophospholipid flippase activity (GO:0140333),3/12,0.4416710636822184,0.9219434601659316,0,0,1.333583520974064,1.089790949169975,ATP8A2;ABCA4;ATP10A
GO_Molecular_Function_2021,MAP kinase phosphatase activity (GO:0033549),3/12,0.4416710636822184,0.9219434601659316,0,0,1.333583520974064,1.089790949169975,DUSP29;DUSP8;DUSP9
GO_Molecular_Function_2021,mechanosensitive ion channel activity (GO:0008381),3/12,0.4416710636822184,0.9219434601659316,0,0,1.333583520974064,1.089790949169975,TMC1;PIEZO2;TMC7
GO_Molecular_Function_2021,"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity (GO:0008532)",3/12,0.4416710636822184,0.9219434601659316,0,0,1.333583520974064,1.089790949169975,B3GNT6;B3GNT3;B3GALT5
GO_Molecular_Function_2021,polynucleotide adenylyltransferase activity (GO:0004652),3/12,0.4416710636822184,0.9219434601659316,0,0,1.333583520974064,1.089790949169975,PAPOLB;TENT5B;TENT5D
GO_Molecular_Function_2021,sodium:proton antiporter activity (GO:0015385),3/12,0.4416710636822184,0.9219434601659316,0,0,1.333583520974064,1.089790949169975,SLC9A2;SLC9C1;SLC9C2
GO_Molecular_Function_2021,adrenergic receptor binding (GO:0031690),4/17,0.4511436869785243,0.934122109933356,0,0,1.231000231000231,0.9798385076563708,UCHL1;APLP1;ADRA2C;ADRA2A
GO_Molecular_Function_2021,alcohol dehydrogenase (NADP+) activity (GO:0008106),4/17,0.4511436869785243,0.934122109933356,0,0,1.231000231000231,0.9798385076563708,AKR1B15;AKR1D1;AKR1E2;AKR1C4
GO_Molecular_Function_2021,calcium-release channel activity (GO:0015278),4/17,0.4511436869785243,0.934122109933356,0,0,1.231000231000231,0.9798385076563708,RYR1;RYR2;TRPA1;ITPR3
GO_Molecular_Function_2021,metalloaminopeptidase activity (GO:0070006),4/17,0.4511436869785243,0.934122109933356,0,0,1.231000231000231,0.9798385076563708,ENPEP;MMP16;MMP15;TRHDE
GO_Molecular_Function_2021,acetylgalactosaminyltransferase activity (GO:0008376),6/27,0.4613682283530327,0.9514561656999287,0,0,1.1430717504828671,0.8842332057187028,B3GNT6;B3GNT3;CHSY3;B4GALNT1;B3GALT5;B4GALNT4
GO_Molecular_Function_2021,glutathione transferase activity (GO:0004364),6/27,0.4613682283530327,0.9514561656999287,0,0,1.1430717504828671,0.8842332057187028,HPGDS;GSTT4;LTC4S;GSTT2B;GSTM5;PTGES
GO_Molecular_Function_2021,phosphotyrosine residue binding (GO:0001784),8/37,0.4670632385019516,0.9612704327485057,0,0,1.1036555870361413,0.8402026418499078,ZAP70;SHC3;IRS1;LCK;PIK3R3;PTPN5;SHD;PTPN3
GO_Molecular_Function_2021,carboxylic acid transmembrane transporter activity (GO:0046943),12/57,0.4735222826404009,0.9726147685433834,0,0,1.066867268472083,0.7975433563798571,SLC7A4;SLC36A3;AQP9;SLC16A12;SLC6A12;SLC16A11;SLC6A11;SLC38A11;SLC16A9;SLC38A3;SLC7A2;SLC16A14
GO_Molecular_Function_2021,androsterone dehydrogenase activity (GO:0047023),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,DHRS9;AKR1C4
GO_Molecular_Function_2021,arginine transmembrane transporter activity (GO:0015181),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,SLC47A1;SLC7A2
GO_Molecular_Function_2021,calcium-dependent protein serine/threonine kinase activity (GO:0009931),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,CAMK4;CCL3
GO_Molecular_Function_2021,calcium-independent phospholipase A2 activity (GO:0047499),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,PLA2G5;PLA2G7
GO_Molecular_Function_2021,CD4 receptor binding (GO:0042609),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,LCK;PLSCR4
GO_Molecular_Function_2021,ceramide transfer activity (GO:0120017),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,GLTPD2;MTTP
GO_Molecular_Function_2021,deoxycytidine deaminase activity (GO:0047844),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,AICDA;APOBEC3A
GO_Molecular_Function_2021,estradiol 17-beta-dehydrogenase activity (GO:0004303),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,HSD17B2;HSD17B14
GO_Molecular_Function_2021,G protein-coupled glutamate receptor binding (GO:0035256),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,SLC9A3R2;HOMER1
GO_Molecular_Function_2021,glucosidase activity (GO:0015926),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,KL;GBA3
GO_Molecular_Function_2021,glycogen binding (GO:2001069),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,PPP1R3C;PPP1R3A
GO_Molecular_Function_2021,inositol hexakisphosphate kinase activity (GO:0000828),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,ITPKA;IP6K3
GO_Molecular_Function_2021,mitogen-activated protein kinase kinase binding (GO:0031434),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,DAB2IP;TRIB2
GO_Molecular_Function_2021,pre-mRNA intronic binding (GO:0097157),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,ELAVL4;RBM24
GO_Molecular_Function_2021,procollagen-proline dioxygenase activity (GO:0019798),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,P3H2;P3H3
GO_Molecular_Function_2021,retinal dehydrogenase activity (GO:0001758),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,ALDH1A2;AKR1C4
GO_Molecular_Function_2021,sodium channel inhibitor activity (GO:0019871),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,CAMK2D;PCSK9
GO_Molecular_Function_2021,superoxide-generating NADPH oxidase activator activity (GO:0016176),2/8,0.4967120854602152,0.9742253370517108,0,0,1.3335000833750208,0.9331096500041108,NCF1;NOXA1
GO_Molecular_Function_2021,alkali metal ion binding (GO:0031420),3/13,0.4983837000365396,0.9742253370517108,0,0,1.2001501125844385,0.8357665561049481,SLC34A2;ATP4A;ATP1A2
GO_Molecular_Function_2021,insulin-like growth factor I binding (GO:0031994),3/13,0.4983837000365396,0.9742253370517108,0,0,1.2001501125844385,0.8357665561049481,IGFBP3;ITGB3;IGF1R
GO_Molecular_Function_2021,monovalent cation:proton antiporter activity (GO:0005451),3/13,0.4983837000365396,0.9742253370517108,0,0,1.2001501125844385,0.8357665561049481,SLC9A2;SLC9C1;SLC9C2
GO_Molecular_Function_2021,phosphatidate phosphatase activity (GO:0008195),3/13,0.4983837000365396,0.9742253370517108,0,0,1.2001501125844385,0.8357665561049481,PLPP4;PLPP2;LPIN3
GO_Molecular_Function_2021,cyclic nucleotide binding (GO:0030551),5/23,0.4993334803899429,0.9742253370517108,0,0,1.1112501738283966,0.7717422531714987,PDE11A;PDE10A;CNGB3;BVES;CNGB1
GO_Molecular_Function_2021,MHC protein binding (GO:0042287),6/28,0.4995190161833248,0.9742253370517108,0,0,1.091045659398188,0.7573052784257064,LAG3;COL2A1;KIR2DS4;LILRB1;LILRB2;KIR3DL2
GO_Molecular_Function_2021,cation transmembrane transporter activity (GO:0008324),10/48,0.4998293218775803,0.9742253370517108,0,0,1.0527634876665348,0.7300794720134807,OCA2;SLC22A3;SLC36A3;SLC6A7;SLC22A1;SLC1A1;PKD2L1;PKD1L3;SLC38A3;SLC7A2
GO_Molecular_Function_2021,L-amino acid transmembrane transporter activity (GO:0015179),11/53,0.4998656162535697,0.9742253370517108,0,0,1.047750361112106,0.7265268478226321,OCA2;SLC36A3;SLC6A7;SLC7A7;SLC47A1;SLC1A1;SLC17A8;SLC7A10;SLC1A6;SLC38A3;SLC7A2
GO_Molecular_Function_2021,protein kinase activator activity (GO:0030295),13/63,0.4999189412134874,0.9742253370517108,0,0,1.040130423877602,0.7211321078152166,EPO;IGF2;NRG1;MT3;GRM5;TCL1A;GPRC5B;ERBB3;GPRC5D;CD24;FGF13;GPRC5C;LTF
GO_Molecular_Function_2021,hexosyltransferase activity (GO:0016758),24/119,0.5183948393368246,0.9999959447501332,0,0,1.0105898549189876,0.6639758152180132,UGT2B11;UGT2B28;TMTC1;B3GALT5;FUT1;FUT3;FUT6;LFNG;FUT5;EXTL1;B3GNT6;HAS1;A4GNT;B3GNT3;UGT2A3;GCNT3;UGT3A1;B4GALNT1;CHSY3;GCNT4;LARGE1;A4GALT;LARGE2;B4GALNT4
GO_Molecular_Function_2021,iron ion binding (GO:0005506),11/54,0.5270804361432329,0.9999959447501332,0,0,1.0233199437989355,0.6553362530914795,FTO;MIOX;EGLN3;TF;ALOX5;AGMO;ALOX15;ACP5;CDO1;ALOX15B;LTF
GO_Molecular_Function_2021,amino acid transmembrane transporter activity (GO:0015171),10/49,0.528399125145249,0.9999959447501332,0,0,1.0257052888631837,0.6543008521900018,SLC7A4;SLC6A19;SLC36A3;SLC7A7;SLC47A1;SLC38A11;SLC7A10;SLC6A1;SLC38A3;SLC7A2
GO_Molecular_Function_2021,N-acyltransferase activity (GO:0016410),8/39,0.5317500014143691,0.9999959447501332,0,0,1.032322709936001,0.6519962582831297,GLYATL3;GLYATL1B;GLYATL2;PLA2G4E;GLYAT;PLAAT2;CERS1;TGM2
GO_Molecular_Function_2021,protein phosphatase inhibitor activity (GO:0004864),6/29,0.5366754946965299,0.9999959447501332,0,0,1.043543576233916,0.6494615124519209,PPP1R14A;PPP1R17;PPP1R14C;PPP1R2C;SAG;MYOZ1
GO_Molecular_Function_2021,ferrous iron binding (GO:0008198),5/24,0.5401949250659229,0.9999959447501332,0,0,1.0526974507608196,0.6482776520662442,FTO;EGLN3;TF;ACP5;CDO1
GO_Molecular_Function_2021,Notch binding (GO:0005112),5/24,0.5401949250659229,0.9999959447501332,0,0,1.0526974507608196,0.6482776520662442,DNER;DTX1;CCN3;DLL1;DLL3
GO_Molecular_Function_2021,gated channel activity (GO:0022836),3/14,0.5520042575019141,0.9999959447501332,0,0,1.0909773239020175,0.6482582020505447,TMC1;PIEZO2;TMC7
GO_Molecular_Function_2021,L-glutamate transmembrane transporter activity (GO:0005313),3/14,0.5520042575019141,0.9999959447501332,0,0,1.0909773239020175,0.6482582020505447,SLC1A1;SLC17A8;SLC1A6
GO_Molecular_Function_2021,MAP kinase activity (GO:0004707),3/14,0.5520042575019141,0.9999959447501332,0,0,1.0909773239020175,0.6482582020505447,MAPK10;MAPK15;MAPK4
GO_Molecular_Function_2021,sulfate transmembrane transporter activity (GO:0015116),3/14,0.5520042575019141,0.9999959447501332,0,0,1.0909773239020175,0.6482582020505447,SLC26A7;SLC26A9;SLC26A3
GO_Molecular_Function_2021,cysteine-type endopeptidase inhibitor activity (GO:0004869),8/40,0.5629774247306127,0.9999959447501332,0,0,1.0,0.5745157498158265,SERPINB3;VIL1;SERPINB13;AVP;BIRC7;MT3;CST5;LTF
GO_Molecular_Function_2021,peptidase inhibitor activity (GO:0030414),8/40,0.5629774247306127,0.9999959447501332,0,0,1.0,0.5745157498158265,SMR3A;SPINK1;SLPI;AHSG;PZP;SPP2;PI3;LPA
GO_Molecular_Function_2021,aromatic amino acid transmembrane transporter activity (GO:0015173),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,OCA2;SLC38A3
GO_Molecular_Function_2021,bile acid binding (GO:0032052),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,NR1H4;AKR1C4
GO_Molecular_Function_2021,clathrin heavy chain binding (GO:0032050),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,LRP1;SNAP91
GO_Molecular_Function_2021,cytidylyltransferase activity (GO:0070567),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,CDS1;PCYT1B
GO_Molecular_Function_2021,growth hormone receptor binding (GO:0005131),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,CSH2;CSH1
GO_Molecular_Function_2021,intracellular cAMP-activated cation channel activity (GO:0005222),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,CNGB3;CNGB1
GO_Molecular_Function_2021,"intramolecular transferase activity, phosphotransferases (GO:0016868)",2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,PGAM2;PGM5
GO_Molecular_Function_2021,L-alanine transmembrane transporter activity (GO:0015180),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,SLC36A3;SLC38A3
GO_Molecular_Function_2021,L-aspartate transmembrane transporter activity (GO:0015183),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,SLC1A1;SLC1A6
GO_Molecular_Function_2021,magnesium ion transmembrane transporter activity (GO:0015095),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,TUSC3;CLDN16
GO_Molecular_Function_2021,P-type calcium transporter activity (GO:0005388),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,ATP2B3;ATP2C2
GO_Molecular_Function_2021,potassium ion binding (GO:0030955),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,ATP4A;ATP1A2
GO_Molecular_Function_2021,potassium:chloride symporter activity (GO:0015379),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,SLC12A3;SLC12A1
GO_Molecular_Function_2021,type I transforming growth factor beta receptor binding (GO:0034713),2/9,0.5638368126639409,0.9999959447501332,0,0,1.1429286071607232,0.6548871296166072,FERMT2;SMAD7
GO_Molecular_Function_2021,transition metal ion transmembrane transporter activity (GO:0046915),6/30,0.572593871450075,0.9999959447501332,0,0,1.0,0.5575785893965755,SLC30A2;SLC11A1;SLC30A4;SLC39A12;SLC30A10;SLC39A2
GO_Molecular_Function_2021,WW domain binding (GO:0050699),6/30,0.572593871450075,0.9999959447501332,0,0,1.0,0.5575785893965755,ENAH;SCNN1G;NDFIP2;TCEAL5;TCEAL2;TP63
GO_Molecular_Function_2021,transcription coactivator binding (GO:0001223),4/20,0.5886372054401549,0.9999959447501332,0,0,1.0,0.5299452351224089,AR;THRB;TERT;PGR
GO_Molecular_Function_2021,E-box binding (GO:0070888),8/41,0.5932585606341341,0.9999959447501332,0,0,0.9696362421813324,0.5062712780631332,SCRT2;TCF15;TAL1;ATOH8;TWIST1;HES1;PPARG;NEUROG1
GO_Molecular_Function_2021,acidic amino acid transmembrane transporter activity (GO:0015172),3/15,0.6020507321851781,0.9999959447501332,0,0,1.0,0.5074135644912092,SLC1A1;SLC17A8;SLC1A6
GO_Molecular_Function_2021,aldehyde dehydrogenase [NAD(P)+] activity (GO:0004030),3/15,0.6020507321851781,0.9999959447501332,0,0,1.0,0.5074135644912092,ALDH3B2;ALDH1L1;ALDH1A2
GO_Molecular_Function_2021,chloride channel regulator activity (GO:0017081),3/15,0.6020507321851781,0.9999959447501332,0,0,1.0,0.5074135644912092,WNK2;WNK3;CFTR
GO_Molecular_Function_2021,death receptor binding (GO:0005123),3/15,0.6020507321851781,0.9999959447501332,0,0,1.0,0.5074135644912092,EDA;BDNF;DAB2IP
GO_Molecular_Function_2021,MAP kinase kinase activity (GO:0004708),3/15,0.6020507321851781,0.9999959447501332,0,0,1.0,0.5074135644912092,MAPK10;SBK2;MAP3K9
GO_Molecular_Function_2021,myosin V binding (GO:0031489),3/15,0.6020507321851781,0.9999959447501332,0,0,1.0,0.5074135644912092,RAB3B;RAB3C;RAB25
